from, to
DB00005,DB06400
DB00005,DB06584
DB00005,DB09057
DB00005,DB10062
DB00005,DB10076
DB00005,DB10276
DB00005,DB10283
DB00005,DB10342
DB00005,DB10583
DB00005,DB10584
DB00005,DB10600
DB00005,DB10769
DB00005,DB10794
DB00005,DB10803
DB00005,DB10989
DB00005,DB10990
DB00005,DB11038
DB00005,DB11040
DB00005,DB11041
DB00005,DB11044
DB00005,DB11603
DB00005,DB11627
DB00005,DB12568
DB00005,DB14022
DB00005,DB14384
DB00005,DB14385
DB00005,DB14394
DB00005,DB14445
DB00005,DB14449
DB00005,DB14619
DB00005,DB14620
DB00005,DB14711
DB00005,DB15274
DB00005,DB15461
DB00005,DB13924
DB00005,DB15483
DB00005,DB15595
DB00005,DB15654
DB00005,DB10315
DB00005,DB10317
DB00005,DB10318
DB00005,DB10343
DB00005,DB10804
DB00005,DB10805
DB00005,DB11003
DB00005,DB11050
DB00005,DB12386
DB00005,DB12768
DB00005,DB14409
DB00005,DB14443
DB00005,DB14685
DB00005,DB00795
DB00005,DB00201
DB00005,DB00176
DB00005,DB00195
DB00005,DB00262
DB00005,DB00268
DB00005,DB00280
DB00005,DB00286
DB00005,DB00296
DB00005,DB00315
DB00005,DB00316
DB00005,DB00334
DB00005,DB00356
DB00005,DB00365
DB00005,DB00370
DB00005,DB00379
DB00005,DB00382
DB00005,DB00384
DB00005,DB00442
DB00005,DB00477
DB00005,DB00518
DB00005,DB00629
DB00005,DB00642
DB00005,DB00730
DB00005,DB00740
DB00005,DB00787
DB00005,DB00806
DB00005,DB00831
DB00005,DB00863
DB00005,DB00898
DB00005,DB00934
DB00005,DB00978
DB00005,DB00993
DB00005,DB00998
DB00005,DB01002
DB00005,DB01012
DB00005,DB01056
DB00005,DB01087
DB00005,DB01094
DB00005,DB01182
DB00005,DB01191
DB00005,DB01303
DB00005,DB01367
DB00005,DB01405
DB00005,DB01412
DB00005,DB01482
DB00005,DB01558
DB00005,DB01623
DB00005,DB01645
DB00005,DB01667
DB00005,DB02134
DB00005,DB02489
DB00005,DB02568
DB00005,DB04076
DB00005,DB04356
DB00005,DB04871
DB00005,DB04948
DB00005,DB04951
DB00005,DB06148
DB00005,DB06210
DB00005,DB06216
DB00005,DB06235
DB00005,DB06479
DB00005,DB06594
DB00005,DB06770
DB00005,DB06774
DB00005,DB08496
DB00005,DB09071
DB00005,DB09118
DB00005,DB09225
DB00005,DB09273
DB00005,DB09290
DB00005,DB11919
DB00005,DB11967
DB00005,DB12026
DB00005,DB12245
DB00005,DB12332
DB00005,DB12406
DB00005,DB12531
DB00005,DB12926
DB00005,DB12927
DB00005,DB12945
DB00005,DB13203
DB00005,DB13449
DB00005,DB13573
DB00005,DB13592
DB00005,DB13634
DB00005,DB13812
DB00005,DB14018
DB00005,DB14132
DB00005,DB11757
DB00005,DB04889
DB00005,DB05708
DB00005,DB00977
DB00005,DB00425
DB00005,DB00532
DB00005,DB00924
DB00005,DB11689
DB00005,DB00363
DB00005,DB00299
DB00005,DB00574
DB00005,DB01065
DB00005,DB09241
DB00005,DB01086
DB00005,DB00277
DB00005,DB00682
DB00005,DB00697
DB00005,DB01100
DB00005,DB01223
DB00005,DB01418
DB00005,DB09256
DB00005,DB00261
DB00005,DB00544
DB00005,DB00851
DB00005,DB06769
DB00005,DB08910
DB00005,DB00458
DB00005,DB00575
DB00005,DB01242
DB00005,DB00238
DB00005,DB00471
DB00005,DB00690
DB00005,DB00916
DB00005,DB00983
DB00005,DB01006
DB00005,DB01028
DB00005,DB01159
DB00005,DB01236
DB00005,DB01274
DB00005,DB01544
DB00005,DB06292
DB00005,DB06470
DB00005,DB09068
DB00005,DB09327
DB00005,DB11586
DB00005,DB04977
DB00005,DB06119
DB00005,DB00313
DB00005,DB00604
DB00005,DB00184
DB00005,DB00193
DB00005,DB00333
DB00005,DB00349
DB00005,DB00625
DB00005,DB00753
DB00005,DB00818
DB00005,DB00835
DB00005,DB00836
DB00005,DB00849
DB00005,DB00865
DB00005,DB01069
DB00005,DB01074
DB00005,DB01221
DB00005,DB01466
DB00005,DB01559
DB00005,DB04938
DB00005,DB04975
DB00005,DB05541
DB00005,DB06209
DB00005,DB06697
DB00005,DB06710
DB00005,DB06738
DB00005,DB06739
DB00005,DB11613
DB00005,DB13132
DB00005,DB13943
DB00005,DB13944
DB00005,DB13946
DB00005,DB01156
DB00005,DB00956
DB00005,DB14975
DB00005,DB11837
DB00005,DB00714
DB00005,DB00751
DB00005,DB00957
DB00005,DB09167
DB00005,DB00213
DB00005,DB00215
DB00005,DB00312
DB00005,DB00338
DB00005,DB00347
DB00005,DB00395
DB00005,DB00448
DB00005,DB00582
DB00005,DB00679
DB00005,DB00736
DB00005,DB00794
DB00005,DB00909
DB00005,DB01129
DB00005,DB01131
DB00005,DB01175
DB00005,DB01259
DB00005,DB01323
DB00005,DB01355
DB00005,DB01483
DB00005,DB05246
DB00005,DB05351
DB00005,DB06218
DB00005,DB06414
DB00005,DB06605
DB00005,DB09166
DB00005,DB12474
DB00005,DB13762
DB00005,DB14055
DB00005,DB00715
DB00005,DB12500
DB00005,DB04861
DB00005,DB06684
DB00005,DB01104
DB00005,DB11823
DB00005,DB00665
DB00005,DB01171
DB00005,DB08864
DB00005,DB00252
DB00005,DB00599
DB00005,DB01174
DB00005,DB01320
DB00005,DB00726
DB00005,DB00613
DB00005,DB00799
DB00005,DB05229
DB00005,DB06510
DB00005,DB09296
DB00005,DB01217
DB00005,DB00255
DB00005,DB00295
DB00005,DB00359
DB00005,DB00402
DB00005,DB00622
DB00005,DB00912
DB00005,DB01261
DB00005,DB06670
DB00005,DB08502
DB00005,DB08931
DB00005,DB09198
DB00005,DB09199
DB00005,DB09200
DB00005,DB09201
DB00005,DB11362
DB00005,DB11901
DB00005,DB11978
DB00005,DB12781
DB00005,DB01132
DB00005,DB11652
DB00005,DB16165
DB00005,DB00946
DB00005,DB01229
DB00005,DB06772
DB00005,DB00177
DB00005,DB00197
DB00005,DB00214
DB00005,DB00222
DB00005,DB00285
DB00005,DB00304
DB00005,DB00307
DB00005,DB00327
DB00005,DB00328
DB00005,DB00343
DB00005,DB00374
DB00005,DB00412
DB00005,DB00414
DB00005,DB00420
DB00005,DB00440
DB00005,DB00461
DB00005,DB00468
DB00005,DB00469
DB00005,DB00472
DB00005,DB00476
DB00005,DB00482
DB00005,DB00495
DB00005,DB00502
DB00005,DB00533
DB00005,DB00549
DB00005,DB00554
DB00005,DB00559
DB00005,DB00568
DB00005,DB00580
DB00005,DB00586
DB00005,DB00617
DB00005,DB00661
DB00005,DB00672
DB00005,DB00678
DB00005,DB00701
DB00005,DB00712
DB00005,DB00731
DB00005,DB00744
DB00005,DB00749
DB00005,DB00755
DB00005,DB00758
DB00005,DB00783
DB00005,DB00784
DB00005,DB00788
DB00005,DB00796
DB00005,DB00812
DB00005,DB00814
DB00005,DB00839
DB00005,DB00843
DB00005,DB00857
DB00005,DB00904
DB00005,DB00921
DB00005,DB00936
DB00005,DB00945
DB00005,DB00969
DB00005,DB00972
DB00005,DB00980
DB00005,DB01016
DB00005,DB01029
DB00005,DB01036
DB00005,DB01037
DB00005,DB01041
DB00005,DB01050
DB00005,DB01067
DB00005,DB01072
DB00005,DB01075
DB00005,DB01095
DB00005,DB01098
DB00005,DB01120
DB00005,DB01124
DB00005,DB01136
DB00005,DB01154
DB00005,DB01177
DB00005,DB01198
DB00005,DB01251
DB00005,DB01283
DB00005,DB01289
DB00005,DB01357
DB00005,DB01424
DB00005,DB01435
DB00005,DB01589
DB00005,DB01628
DB00005,DB03756
DB00005,DB03783
DB00005,DB04557
DB00005,DB04574
DB00005,DB04665
DB00005,DB04725
DB00005,DB04841
DB00005,DB04898
DB00005,DB06268
DB00005,DB06370
DB00005,DB06652
DB00005,DB06725
DB00005,DB06737
DB00005,DB06803
DB00005,DB07615
DB00005,DB08439
DB00005,DB08828
DB00005,DB08860
DB00005,DB08899
DB00005,DB08962
DB00005,DB09048
DB00005,DB09061
DB00005,DB09080
DB00005,DB09288
DB00005,DB11560
DB00005,DB11614
DB00005,DB13406
DB00005,DB13675
DB00005,DB13919
DB00005,DB13941
DB00005,DB13952
DB00005,DB13953
DB00005,DB13954
DB00005,DB13955
DB00005,DB13956
DB00005,DB14009
DB00005,DB14011
DB00005,DB00829
DB00005,DB00514
DB00005,DB00470
DB00005,DB09213
DB00005,DB00465
DB00005,DB15233
DB00005,DB01142
DB00005,DB00216
DB00005,DB00619
DB00005,DB06448
DB00005,DB06237
DB00005,DB01101
DB00005,DB00266
DB00005,DB13136
DB00005,DB08875
DB00005,DB12371
DB00005,DB01224
DB00005,DB00182
DB00005,DB00187
DB00005,DB00245
DB00005,DB00289
DB00005,DB00335
DB00005,DB00373
DB00005,DB00409
DB00005,DB00592
DB00005,DB00699
DB00005,DB00737
DB00005,DB00805
DB00005,DB00866
DB00005,DB00914
DB00005,DB00933
DB00005,DB00960
DB00005,DB01071
DB00005,DB01079
DB00005,DB01193
DB00005,DB01203
DB00005,DB01228
DB00005,DB01233
DB00005,DB01255
DB00005,DB01295
DB00005,DB01297
DB00005,DB01359
DB00005,DB01403
DB00005,DB01429
DB00005,DB01454
DB00005,DB01472
DB00005,DB01576
DB00005,DB01577
DB00005,DB01580
DB00005,DB04840
DB00005,DB04844
DB00005,DB04846
DB00005,DB06217
DB00005,DB06506
DB00005,DB06608
DB00005,DB06678
DB00005,DB06726
DB00005,DB06727
DB00005,DB06735
DB00005,DB08807
DB00005,DB08808
DB00005,DB08952
DB00005,DB09076
DB00005,DB09204
DB00005,DB09351
DB00005,DB11770
DB00005,DB11785
DB00005,DB11855
DB00005,DB11979
DB00005,DB12070
DB00005,DB12212
DB00005,DB12752
DB00005,DB13443
DB00005,DB13508
DB00005,DB13530
DB00005,DB13679
DB00005,DB13757
DB00005,DB13775
DB00005,DB00850
DB00005,DB09173
DB00005,DB00281
DB00005,DB00598
DB00005,DB14010
DB00005,DB01410
DB00005,DB01611
DB00005,DB00918
DB00005,DB08918
DB00005,DB08922
DB00005,DB09183
DB00005,DB00185
DB00005,DB00243
DB00005,DB00297
DB00005,DB00318
DB00005,DB00377
DB00005,DB00589
DB00005,DB00647
DB00005,DB00674
DB00005,DB00705
DB00005,DB00706
DB00005,DB00757
DB00005,DB01149
DB00005,DB01192
DB00005,DB01244
DB00005,DB01392
DB00005,DB01409
DB00005,DB01551
DB00005,DB01591
DB00005,DB01621
DB00005,DB02703
DB00005,DB04829
DB00005,DB04884
DB00005,DB04905
DB00005,DB04920
DB00005,DB05271
DB00005,DB06016
DB00005,DB06144
DB00005,DB06203
DB00005,DB06702
DB00005,DB08893
DB00005,DB09128
DB00005,DB09195
DB00005,DB09555
DB00005,DB11130
DB00005,DB11642
DB00005,DB13293
DB00005,DB00496
DB00005,DB00932
DB00005,DB09039
DB00005,DB14881
DB00005,DB09053
DB00005,DB11718
DB00005,DB00342
DB00005,DB00208
DB00005,DB00264
DB00005,DB00433
DB00005,DB00489
DB00005,DB01035
DB00005,DB01195
DB00005,DB00321
DB00005,DB00637
DB00005,DB00543
DB00005,DB00540
DB00005,DB01151
DB00005,DB00228
DB00005,DB06712
DB00005,DB06728
DB00005,DB00949
DB00005,DB00593
DB00005,DB00207
DB00005,DB00567
DB00005,DB00590
DB00005,DB01039
DB00005,DB01395
DB00005,DB01431
DB00005,DB01624
DB00005,DB08882
DB00005,DB09030
DB00005,DB09034
DB00005,DB09079
DB00005,DB09299
DB00005,DB11273
DB00005,DB11952
DB00005,DB12141
DB00005,DB12515
DB00005,DB12952
DB00005,DB13345
DB00005,DB13385
DB00005,DB15444
DB00005,DB06717
DB00005,DB12825
DB00005,DB12887
DB00005,DB00454
DB00005,DB00247
DB00005,DB11742
DB00005,DB11633
DB00005,DB05154
DB00005,DB05316
DB00005,DB12235
DB00005,DB11886
DB00005,DB01118
DB00005,DB00675
DB00005,DB06176
DB00005,DB00204
DB00005,DB00877
DB00005,DB01008
DB00005,DB01254
DB00005,DB01396
DB00005,DB01590
DB00005,DB04855
DB00005,DB06287
DB00005,DB09289
DB00005,DB00398
DB00005,DB00444
DB00005,DB00530
DB00005,DB00541
DB00005,DB00762
DB00005,DB00773
DB00005,DB01248
DB00005,DB01268
DB00005,DB05773
DB00005,DB06626
DB00005,DB08865
DB00005,DB08901
DB00005,DB09074
DB00005,DB12483
DB00005,DB00188
DB00005,DB01181
DB00005,DB05109
DB00005,DB12147
DB00005,DB13874
DB00005,DB06589
DB00005,DB05239
DB00005,DB09063
DB00005,DB09330
DB00005,DB11730
DB00005,DB11963
DB00005,DB12015
DB00005,DB00309
DB00005,DB00361
DB00005,DB00570
DB00005,DB00997
DB00005,DB04572
DB00005,DB04845
DB00005,DB04868
DB00005,DB06603
DB00005,DB06616
DB00005,DB08870
DB00005,DB08877
DB00005,DB09073
DB00005,DB11817
DB00005,DB08912
DB00005,DB12267
DB00005,DB00563
DB00005,DB08827
DB00005,DB05294
DB00005,DB08881
DB00005,DB11363
DB00005,DB11581
DB00005,DB11641
DB00005,DB11703
DB00005,DB15035
DB00005,DB00248
DB00005,DB06595
DB00005,DB09143
DB00005,DB11828
DB00005,DB11986
DB00005,DB12978
DB00005,DB14568
DB00005,DB09054
DB00005,DB09570
DB00005,DB06212
DB00005,DB08896
DB00005,DB12001
DB00005,DB00320
DB00005,DB00564
DB00005,DB00696
DB00005,DB00872
DB00005,DB00908
DB00005,DB01128
DB00005,DB01227
DB00005,DB00199
DB00005,DB00246
DB00005,DB00439
DB00005,DB00499
DB00005,DB00528
DB00005,DB00571
DB00005,DB00588
DB00005,DB00608
DB00005,DB00688
DB00005,DB00717
DB00005,DB00738
DB00005,DB00741
DB00005,DB00822
DB00005,DB00834
DB00005,DB00938
DB00005,DB00962
DB00005,DB00976
DB00005,DB01054
DB00005,DB01058
DB00005,DB01062
DB00005,DB01076
DB00005,DB01103
DB00005,DB01115
DB00005,DB01126
DB00005,DB01166
DB00005,DB01184
DB00005,DB01211
DB00005,DB01216
DB00005,DB01218
DB00005,DB05521
DB00005,DB06267
DB00005,DB06335
DB00005,DB06403
DB00005,DB06419
DB00005,DB06789
DB00005,DB08820
DB00005,DB08873
DB00005,DB08883
DB00005,DB08906
DB00005,DB09065
DB00005,DB09102
DB00005,DB09231
DB00005,DB09297
DB00005,DB11574
DB00005,DB11712
DB00005,DB11737
DB00005,DB12301
DB00005,DB13867
DB00005,DB14539
DB00005,DB14541
DB00005,DB00396
DB00005,DB04856
DB00005,DB04957
DB00005,DB00250
DB00005,DB00317
DB00005,DB00367
DB00005,DB00497
DB00005,DB00620
DB00005,DB00624
DB00005,DB00656
DB00005,DB00734
DB00005,DB01114
DB00005,DB01238
DB00005,DB01267
DB00005,DB04946
DB00005,DB11915
DB00005,DB12161
DB00005,DB14185
DB00005,DB01234
DB00005,DB09237
DB00005,DB11951
DB00005,DB00557
DB00005,DB00203
DB00005,DB00227
DB00005,DB00490
DB00005,DB00641
DB00005,DB00673
DB00005,DB00820
DB00005,DB00862
DB00005,DB01190
DB00005,DB00503
DB00005,DB00224
DB00005,DB00401
DB00005,DB00683
DB00005,DB00700
DB00005,DB00802
DB00005,DB00897
DB00005,DB01023
DB00005,DB01232
DB00005,DB06228
DB00005,DB00404
DB00005,DB14540
DB00005,DB14542
DB00005,DB11853
DB00005,DB12130
DB00005,DB14649
DB00005,DB12016
DB00005,DB08816
DB00005,DB05804
DB00005,DB00813
DB00005,DB00091
DB00005,DB05676
DB00005,DB14513
DB00005,DB01601
DB00005,DB12530
DB00005,DB16648
DB00005,DB15463
DB00005,DB12265
DB00005,DB00745
DB00005,DB16390
DB00005,DB16736
DB00005,DB16611
DB00005,DB15119
DB00005,DB15810
DB00006,DB06605
DB00006,DB06695
DB00006,DB01254
DB00006,DB01609
DB00006,DB01586
DB00006,DB02123
DB00006,DB02659
DB00006,DB02691
DB00006,DB03619
DB00006,DB04348
DB00006,DB05990
DB00006,DB06777
DB00006,DB08833
DB00006,DB08834
DB00006,DB08857
DB00006,DB11622
DB00006,DB11789
DB00006,DB09075
DB00006,DB09053
DB00006,DB08935
DB00006,DB06228
DB00006,DB06206
DB00006,DB09070
DB00006,DB00932
DB00006,DB00013
DB00006,DB00163
DB00006,DB09030
DB00006,DB01381
DB00006,DB01181
DB00006,DB00468
DB00006,DB00908
DB00006,DB00675
DB00006,DB00539
DB00006,DB00806
DB00006,DB00686
DB00006,DB00583
DB00006,DB00255
DB00006,DB00269
DB00006,DB00286
DB00006,DB01357
DB00006,DB04574
DB00006,DB04575
DB00006,DB07931
DB00006,DB09317
DB00006,DB09318
DB00006,DB09369
DB00006,DB09381
DB00006,DB11478
DB00006,DB11674
DB00006,DB13143
DB00006,DB13386
DB00006,DB13418
DB00006,DB13952
DB00006,DB13953
DB00006,DB13954
DB00006,DB13956
DB00006,DB15334
DB00006,DB15335
DB00006,DB04573
DB00006,DB09211
DB00006,DB00159
DB00006,DB00244
DB00006,DB00328
DB00006,DB00461
DB00006,DB00465
DB00006,DB00469
DB00006,DB00482
DB00006,DB00500
DB00006,DB00533
DB00006,DB00554
DB00006,DB00573
DB00006,DB00580
DB00006,DB00586
DB00006,DB00605
DB00006,DB00712
DB00006,DB00749
DB00006,DB00784
DB00006,DB00788
DB00006,DB00795
DB00006,DB00812
DB00006,DB00814
DB00006,DB00821
DB00006,DB00861
DB00006,DB00936
DB00006,DB00939
DB00006,DB00991
DB00006,DB01009
DB00006,DB01014
DB00006,DB01250
DB00006,DB01283
DB00006,DB01397
DB00006,DB01399
DB00006,DB01401
DB00006,DB01419
DB00006,DB01424
DB00006,DB01435
DB00006,DB01600
DB00006,DB01628
DB00006,DB02224
DB00006,DB03585
DB00006,DB04725
DB00006,DB04812
DB00006,DB04817
DB00006,DB04828
DB00006,DB05095
DB00006,DB06725
DB00006,DB06736
DB00006,DB06737
DB00006,DB07402
DB00006,DB08439
DB00006,DB08797
DB00006,DB08940
DB00006,DB08942
DB00006,DB08951
DB00006,DB08955
DB00006,DB08976
DB00006,DB08981
DB00006,DB08984
DB00006,DB08991
DB00006,DB09084
DB00006,DB09214
DB00006,DB09215
DB00006,DB09216
DB00006,DB09217
DB00006,DB09218
DB00006,DB09285
DB00006,DB09288
DB00006,DB09295
DB00006,DB11455
DB00006,DB11466
DB00006,DB11518
DB00006,DB12399
DB00006,DB12610
DB00006,DB13001
DB00006,DB13167
DB00006,DB13217
DB00006,DB13232
DB00006,DB13286
DB00006,DB13314
DB00006,DB13371
DB00006,DB13407
DB00006,DB13432
DB00006,DB13481
DB00006,DB13524
DB00006,DB13527
DB00006,DB13538
DB00006,DB13544
DB00006,DB13612
DB00006,DB13629
DB00006,DB13649
DB00006,DB13657
DB00006,DB13722
DB00006,DB13860
DB00006,DB14059
DB00006,DB14060
DB00006,DB14938
DB00006,DB09212
DB00006,DB04552
DB00006,DB04865
DB00006,DB11133
DB00006,DB00081
DB00006,DB00048
DB00006,DB00389
DB00006,DB00550
DB00006,DB00763
DB00006,DB03374
DB00006,DB06715
DB00006,DB07637
DB00006,DB09418
DB00006,DB13644
DB00006,DB13804
DB00006,DB04066
DB00006,DB04682
DB00006,DB05830
DB00006,DB06266
DB00006,DB08867
DB00006,DB11507
DB00006,DB12025
DB00006,DB13044
DB00006,DB00294
DB00006,DB00378
DB00006,DB00396
DB00006,DB01431
DB00006,DB06713
DB00006,DB06789
DB00006,DB09124
DB00006,DB11372
DB00006,DB11636
DB00006,DB13230
DB00006,DB13533
DB00006,DB13602
DB00006,DB13866
DB00006,DB14570
DB00006,DB14679
DB00006,DB00233
DB00006,DB01294
DB00006,DB06251
DB00006,DB06807
DB00006,DB09543
DB00006,DB11079
DB00006,DB13509
DB00006,DB14006
DB00006,DB14026
DB00006,DB00054
DB00006,DB00063
DB00006,DB00208
DB00006,DB00261
DB00006,DB00758
DB00006,DB00775
DB00006,DB00975
DB00006,DB01088
DB00006,DB01138
DB00006,DB01166
DB00006,DB01207
DB00006,DB01236
DB00006,DB01240
DB00006,DB02709
DB00006,DB04743
DB00006,DB04905
DB00006,DB04932
DB00006,DB05229
DB00006,DB05266
DB00006,DB05767
DB00006,DB06081
DB00006,DB06209
DB00006,DB06441
DB00006,DB07615
DB00006,DB08814
DB00006,DB08816
DB00006,DB08887
DB00006,DB09283
DB00006,DB12092
DB00006,DB12163
DB00006,DB12321
DB00006,DB12445
DB00006,DB12465
DB00006,DB12545
DB00006,DB12749
DB00006,DB12771
DB00006,DB13036
DB00006,DB13327
DB00006,DB13367
DB00006,DB13400
DB00006,DB13510
DB00006,DB13929
DB00006,DB15786
DB00006,DB00374
DB00006,DB03404
DB00006,DB13783
DB00006,DB00624
DB00006,DB01420
DB00006,DB01481
DB00006,DB01485
DB00006,DB01510
DB00006,DB01541
DB00006,DB01543
DB00006,DB01564
DB00006,DB01569
DB00006,DB01572
DB00006,DB07447
DB00006,DB08619
DB00006,DB11429
DB00006,DB13943
DB00006,DB13944
DB00006,DB13946
DB00006,DB13947
DB00006,DB13951
DB00006,DB13958
DB00006,DB14093
DB00006,DB14655
DB00006,DB02901
DB00006,DB11051
DB00006,DB09568
DB00006,DB00025
DB00006,DB00036
DB00006,DB00100
DB00006,DB00258
DB00006,DB01164
DB00006,DB01373
DB00006,DB01783
DB00006,DB01942
DB00006,DB02261
DB00006,DB06724
DB00006,DB09109
DB00006,DB09222
DB00006,DB09310
DB00006,DB09329
DB00006,DB11093
DB00006,DB11126
DB00006,DB11168
DB00006,DB11311
DB00006,DB11330
DB00006,DB11348
DB00006,DB11606
DB00006,DB11608
DB00006,DB11668
DB00006,DB12409
DB00006,DB12909
DB00006,DB13133
DB00006,DB13148
DB00006,DB13150
DB00006,DB13151
DB00006,DB13152
DB00006,DB13192
DB00006,DB13197
DB00006,DB13201
DB00006,DB13884
DB00006,DB13923
DB00006,DB13933
DB00006,DB13999
DB00006,DB14473
DB00006,DB14562
DB00006,DB14577
DB00006,DB14700
DB00006,DB14738
DB00006,DB00176
DB00006,DB00215
DB00006,DB00472
DB00006,DB00715
DB00006,DB01149
DB00006,DB04832
DB00006,DB04884
DB00006,DB06731
DB00006,DB08953
DB00006,DB12693
DB00006,DB13233
DB00006,DB00476
DB00006,DB01105
DB00006,DB04896
DB00006,DB06700
DB00006,DB08918
DB00006,DB00285
DB00006,DB00601
DB00006,DB00614
DB00006,DB00721
DB00006,DB00752
DB00006,DB00780
DB00006,DB00805
DB00006,DB01037
DB00006,DB01168
DB00006,DB01171
DB00006,DB01247
DB00006,DB01367
DB00006,DB01626
DB00006,DB04017
DB00006,DB04818
DB00006,DB04820
DB00006,DB06654
DB00006,DB08550
DB00006,DB09241
DB00006,DB09243
DB00006,DB09244
DB00006,DB09245
DB00006,DB09246
DB00006,DB09248
DB00006,DB09249
DB00006,DB09250
DB00006,DB09251
DB00006,DB09252
DB00006,DB09253
DB00006,DB09254
DB00006,DB13875
DB00006,DB13876
DB00006,DB00266
DB00006,DB00278
DB00006,DB00407
DB00006,DB00498
DB00006,DB00569
DB00006,DB00682
DB00006,DB00946
DB00006,DB00974
DB00006,DB01109
DB00006,DB01225
DB00006,DB01418
DB00006,DB04898
DB00006,DB05099
DB00006,DB06271
DB00006,DB06406
DB00006,DB06635
DB00006,DB06754
DB00006,DB06779
DB00006,DB07767
DB00006,DB08794
DB00006,DB08813
DB00006,DB09255
DB00006,DB11095
DB00006,DB11268
DB00006,DB11312
DB00006,DB11598
DB00006,DB11984
DB00006,DB12289
DB00006,DB12598
DB00006,DB12831
DB00006,DB13124
DB00006,DB13136
DB00006,DB13149
DB00006,DB13616
DB00006,DB09125
DB00006,DB09154
DB00006,DB00031
DB00006,DB00055
DB00006,DB06822
DB00006,DB13199
DB00006,DB13646
DB00006,DB00086
DB00006,DB04925
DB00006,DB05254
DB00006,DB06543
DB00006,DB08994
DB00006,DB09258
DB00006,DB09260
DB00006,DB13275
